MFR URL,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,With,Standard/Approvals,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,UNSPSC,Warranty,Selling Qty,Selling UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,Specification Sheet,Discontinued,Actual Image (Yes/No)
,AGB15512EW,Building Materials,Decking & Railing,Composite & PVC Decking,AGB15512EW,AGB15512EW,1x6-12' English Walnut Grooved - Vintage Azek PVC Decking,TIMBERTECH,,Parksite (6151),The AZEK Company,TIMBERTECH®,Vintage Collection®,AGB15512EW,Building Materials > Decking & Railing > Composite & PVC Decking > Deck Boards & Fascia,"The Azek Company Timbertech, 1X6, 12' English Walnut Grooved, Vintage Azek Pvc",1X6-12' ENGLISH WALNUT GROOVED -,Timbertech® Agb15512Ew 1X6-12' English Walnut Grooved - Vintage Azek Pvc Decking,"TIMBERTECH®, 1x6-12' English Walnut Grooved - Vintage Azek PVC Decking, Part Number: AGB15512EW, Dimensions: 1 in x 6-12 in, Material: PVC, Product Line / Series: Vintage Collection",Timbertech® Agb15512Ew 1X6-12' English Walnut Grooved - Vintage Azek Pvc Decking,"TIMBERTECH®, 1x6-12' English Walnut Grooved - Vintage Azek PVC Decking, Part Number: AGB15512EW, Dimensions: 1 in x 6-12 in, Material: PVC, Product Line / Series: Vintage Collection",Dimensions: 1 in x 6-12 in,Material: PVC,Product Line / Series: Vintage Collection,,,,Deck Boards & Fascia,Dimensions,1 in x 6-12 in,,Material,PVC,,Product Line / Series,Vintage Collection,,,,30151508,,1,EA,TIMBERTECH_AGB15512EW.jpg,TIMBERTECH_AGB15512EW_1.jpg,TIMBERTECH_AGB15512EW_2.jpg,TIMBERTECH_AGB15512EW_3.jpg,TIMBERTECH_AGB15512EW_4.jpg,TIMBERTECH_AGB15512EW_Specification_Sheet.pdf,No,Yes
,AGB15516EW,Building Materials,Decking & Railing,Composite & PVC Decking,AGB15516EW,AGB15516EW,1x6-16' English Walnut Grooved - Vintage Azek PVC Decking,TIMBERTECH,,Parksite (6151),The AZEK Company,TIMBERTECH®,Vintage Collection®,AGB15516EW,Building Materials > Decking & Railing > Composite & PVC Decking > Deck Boards & Fascia,"The Azek Company Timbertech, 1X6, 16' English Walnut Grooved, Vintage Azek Pvc",1X6-16' ENGLISH WALNUT GROOVED -,Timbertech® Agb15516Ew 1X6-16' English Walnut Grooved - Vintage Azek Pvc Decking,"TIMBERTECH®, 1x6-16' English Walnut Grooved - Vintage Azek PVC Decking, Part Number: AGB15516EW, Dimensions: 1 in x 6-16 in, Material: PVC, Product Line / Series: Vintage Collection",Timbertech® Agb15516Ew 1X6-16' English Walnut Grooved - Vintage Azek Pvc Decking,"TIMBERTECH®, 1x6-16' English Walnut Grooved - Vintage Azek PVC Decking, Part Number: AGB15516EW, Dimensions: 1 in x 6-16 in, Material: PVC, Product Line / Series: Vintage Collection",Dimensions: 1 in x 6-16 in,Material: PVC,Product Line / Series: Vintage Collection,,,,Deck Boards & Fascia,Dimensions,1 in x 6-16 in,,Material,PVC,,Product Line / Series,Vintage Collection,,,,30151508,,1,EA,TIMBERTECH_AGB15516EW.jpg,TIMBERTECH_AGB15516EW_1.jpg,TIMBERTECH_AGB15516EW_2.jpg,TIMBERTECH_AGB15516EW_3.jpg,TIMBERTECH_AGB15516EW_4.jpg,TIMBERTECH_AGB15516EW_Specification_Sheet.pdf,No,Yes
,AGB15520EW,Building Materials,Decking & Railing,Composite & PVC Decking,AGB15520EW,AGB15520EW,1x6-20' English Walnut Grooved - Vintage Azek PVC Decking,TIMBERTECH,,Parksite (6151),The AZEK Company,TIMBERTECH®,Vintage Collection®,AGB15520EW,Building Materials > Decking & Railing > Composite & PVC Decking > Deck Boards & Fascia,"The Azek Company Timbertech, 1X6, 20' English Walnut Grooved, Vintage Azek Pvc",1X6-20' ENGLISH WALNUT GROOVED -,Timbertech® Agb15520Ew 1X6-20' English Walnut Grooved - Vintage Azek Pvc Decking,"TIMBERTECH®, 1x6-20' English Walnut Grooved - Vintage Azek PVC Decking, Part Number: AGB15520EW, Dimensions: 1 in x 6-20 in, Material: PVC, Product Line / Series: Vintage Collection",Timbertech® Agb15520Ew 1X6-20' English Walnut Grooved - Vintage Azek Pvc Decking,"TIMBERTECH®, 1x6-20' English Walnut Grooved - Vintage Azek PVC Decking, Part Number: AGB15520EW, Dimensions: 1 in x 6-20 in, Material: PVC, Product Line / Series: Vintage Collection",Dimensions: 1 in x 6-20 in,Material: PVC,Product Line / Series: Vintage Collection,,,,Deck Boards & Fascia,Dimensions,1 in x 6-20 in,,Material,PVC,,Product Line / Series,Vintage Collection,,,,30151508,,1,EA,TIMBERTECH_AGB15520EW.jpg,TIMBERTECH_AGB15520EW_1.jpg,TIMBERTECH_AGB15520EW_2.jpg,TIMBERTECH_AGB15520EW_3.jpg,TIMBERTECH_AGB15520EW_4.jpg,TIMBERTECH_AGB15520EW_Specification_Sheet.pdf,No,Yes
,AGB15512MH,Building Materials,Decking & Railing,Composite & PVC Decking,AGB15512MH,AGB15512MH,1x6-12' Mahogany Grooved - Vintage Azek PVC Decking,TIMBERTECH,,Parksite (6151),The AZEK Company,TIMBERTECH®,Vintage Collection®,AGB15512MH,Building Materials > Decking & Railing > Composite & PVC Decking > Deck Boards & Fascia,"The Azek Company Timbertech, 1X6, 12' Mahogany Grooved, Vintage Azek Pvc",1X6-12' MAHOGANY GROOVED - VINTAGE AZEK,Timbertech® Agb15512Mh 1X6-12' Mahogany Grooved - Vintage Azek Pvc Decking,"TIMBERTECH®, 1x6-12' Mahogany Grooved - Vintage Azek PVC Decking, Part Number: AGB15512MH, Dimensions: 1 in x 6-12 in, Material: PVC, Product Line / Series: Vintage Collection",Timbertech® Agb15512Mh 1X6-12' Mahogany Grooved - Vintage Azek Pvc Decking,"TIMBERTECH®, 1x6-12' Mahogany Grooved - Vintage Azek PVC Decking, Part Number: AGB15512MH, Dimensions: 1 in x 6-12 in, Material: PVC, Product Line / Series: Vintage Collection",Dimensions: 1 in x 6-12 in,Material: PVC,Product Line / Series: Vintage Collection,,,,Deck Boards & Fascia,Dimensions,1 in x 6-12 in,,Material,PVC,,Product Line / Series,Vintage Collection,,,,30151508,,1,EA,TIMBERTECH_AGB15512MH.jpg,TIMBERTECH_AGB15512MH_1.jpg,TIMBERTECH_AGB15512MH_2.jpg,TIMBERTECH_AGB15512MH_3.jpg,TIMBERTECH_AGB15512MH_4.jpg,TIMBERTECH_AGB15512MH_Specification_Sheet.pdf,No,Yes
,AGB15516MH,Building Materials,Decking & Railing,Composite & PVC Decking,AGB15516MH,AGB15516MH,1x6-16' Mahogany Grooved - Vintage Azek PVC Decking,TIMBERTECH,,Parksite (6151),The AZEK Company,TIMBERTECH®,Vintage Collection®,AGB15516MH,Building Materials > Decking & Railing > Composite & PVC Decking > Deck Boards & Fascia,"The Azek Company Timbertech, 1X6, 16' Mahogany Grooved, Vintage Azek Pvc",1X6-16' MAHOGANY GROOVED - VINTAGE AZEK,Timbertech® Agb15516Mh 1X6-16' Mahogany Grooved - Vintage Azek Pvc Decking,"TIMBERTECH®, 1x6-16' Mahogany Grooved - Vintage Azek PVC Decking, Part Number: AGB15516MH, Dimensions: 1 in x 6-16 in, Material: PVC, Product Line / Series: Vintage Collection",Timbertech® Agb15516Mh 1X6-16' Mahogany Grooved - Vintage Azek Pvc Decking,"TIMBERTECH®, 1x6-16' Mahogany Grooved - Vintage Azek PVC Decking, Part Number: AGB15516MH, Dimensions: 1 in x 6-16 in, Material: PVC, Product Line / Series: Vintage Collection",Dimensions: 1 in x 6-16 in,Material: PVC,Product Line / Series: Vintage Collection,,,,Deck Boards & Fascia,Dimensions,1 in x 6-16 in,,Material,PVC,,Product Line / Series,Vintage Collection,,,,30151508,,1,EA,TIMBERTECH_AGB15516MH.jpg,TIMBERTECH_AGB15516MH_1.jpg,TIMBERTECH_AGB15516MH_2.jpg,TIMBERTECH_AGB15516MH_3.jpg,TIMBERTECH_AGB15516MH_4.jpg,TIMBERTECH_AGB15516MH_Specification_Sheet.pdf,No,Yes
,AGB15520MH,Building Materials,Decking & Railing,Composite & PVC Decking,AGB15520MH,AGB15520MH,1x6-20' Mahogany Grooved - Vintage Azek PVC Decking,TIMBERTECH,,Parksite (6151),The AZEK Company,TIMBERTECH®,Vintage Collection®,AGB15520MH,Building Materials > Decking & Railing > Composite & PVC Decking > Deck Boards & Fascia,"The Azek Company Timbertech, 1X6, 20' Mahogany Grooved, Vintage Azek Pvc",1X6-20' MAHOGANY GROOVED - VINTAGE AZEK,Timbertech® Agb15520Mh 1X6-20' Mahogany Grooved - Vintage Azek Pvc Decking,"TIMBERTECH®, 1x6-20' Mahogany Grooved - Vintage Azek PVC Decking, Part Number: AGB15520MH, Dimensions: 1 in x 6-20 in, Material: PVC, Product Line / Series: Vintage Collection",Timbertech® Agb15520Mh 1X6-20' Mahogany Grooved - Vintage Azek Pvc Decking,"TIMBERTECH®, 1x6-20' Mahogany Grooved - Vintage Azek PVC Decking, Part Number: AGB15520MH, Dimensions: 1 in x 6-20 in, Material: PVC, Product Line / Series: Vintage Collection",Dimensions: 1 in x 6-20 in,Material: PVC,Product Line / Series: Vintage Collection,,,,Deck Boards & Fascia,Dimensions,1 in x 6-20 in,,Material,PVC,,Product Line / Series,Vintage Collection,,,,30151508,,1,EA,TIMBERTECH_AGB15520MH.jpg,TIMBERTECH_AGB15520MH_1.jpg,TIMBERTECH_AGB15520MH_2.jpg,TIMBERTECH_AGB15520MH_3.jpg,TIMBERTECH_AGB15520MH_4.jpg,TIMBERTECH_AGB15520MH_Specification_Sheet.pdf,No,Yes
,AGB15512WT,Building Materials,Decking & Railing,Composite & PVC Decking,AGB15512WT,AGB15512WT,1x6-12' Weathered Teak Grooved - Vintage Azek PVC Decking,TIMBERTECH,,Parksite (6151),The AZEK Company,TIMBERTECH®,Vintage Collection®,AGB15512WT,Building Materials > Decking & Railing > Composite & PVC Decking > Deck Boards & Fascia,"The Azek Company Timbertech, 1X6, 12' Weathered Teak Grooved, Vintage Azek Pvc",1X6-12' WEATHERED TEAK GROOVED -,Timbertech® Agb15512Wt 1X6-12' Weathered Teak Grooved - Vintage Azek Pvc Decking,"TIMBERTECH®, 1x6-12' Weathered Teak Grooved - Vintage Azek PVC Decking, Part Number: AGB15512WT, Dimensions: 1 in x 6-12 in, Material: PVC, Product Line / Series: Vintage Collection",Timbertech® Agb15512Wt 1X6-12' Weathered Teak Grooved - Vintage Azek Pvc Decking,"TIMBERTECH®, 1x6-12' Weathered Teak Grooved - Vintage Azek PVC Decking, Part Number: AGB15512WT, Dimensions: 1 in x 6-12 in, Material: PVC, Product Line / Series: Vintage Collection",Dimensions: 1 in x 6-12 in,Material: PVC,Product Line / Series: Vintage Collection,,,,Deck Boards & Fascia,Dimensions,1 in x 6-12 in,,Material,PVC,,Product Line / Series,Vintage Collection,,,,30151508,,1,EA,TIMBERTECH_AGB15512WT.jpg,TIMBERTECH_AGB15512WT_1.jpg,TIMBERTECH_AGB15512WT_2.jpg,TIMBERTECH_AGB15512WT_3.jpg,TIMBERTECH_AGB15512WT_4.jpg,TIMBERTECH_AGB15512WT_Specification_Sheet.pdf,No,Yes
,AGB15516WT,Building Materials,Decking & Railing,Composite & PVC Decking,AGB15516WT,AGB15516WT,1x6-16' Weathered Teak Grooved - Vintage Azek PVC Decking,TIMBERTECH,,Parksite (6151),The AZEK Company,TIMBERTECH®,Vintage Collection®,AGB15516WT,Building Materials > Decking & Railing > Composite & PVC Decking > Deck Boards & Fascia,"The Azek Company Timbertech, 1X6, 16' Weathered Teak Grooved, Vintage Azek Pvc",1X6-16' WEATHERED TEAK GROOVED -,Timbertech® Agb15516Wt 1X6-16' Weathered Teak Grooved - Vintage Azek Pvc Decking,"TIMBERTECH®, 1x6-16' Weathered Teak Grooved - Vintage Azek PVC Decking, Part Number: AGB15516WT, Dimensions: 1 in x 6-16 in, Material: PVC, Product Line / Series: Vintage Collection",Timbertech® Agb15516Wt 1X6-16' Weathered Teak Grooved - Vintage Azek Pvc Decking,"TIMBERTECH®, 1x6-16' Weathered Teak Grooved - Vintage Azek PVC Decking, Part Number: AGB15516WT, Dimensions: 1 in x 6-16 in, Material: PVC, Product Line / Series: Vintage Collection",Dimensions: 1 in x 6-16 in,Material: PVC,Product Line / Series: Vintage Collection,,,,Deck Boards & Fascia,Dimensions,1 in x 6-16 in,,Material,PVC,,Product Line / Series,Vintage Collection,,,,30151508,,1,EA,TIMBERTECH_AGB15516WT.jpg,TIMBERTECH_AGB15516WT_1.jpg,TIMBERTECH_AGB15516WT_2.jpg,TIMBERTECH_AGB15516WT_3.jpg,TIMBERTECH_AGB15516WT_4.jpg,TIMBERTECH_AGB15516WT_Specification_Sheet.pdf,No,Yes
,AGB15520WT,Building Materials,Decking & Railing,Composite & PVC Decking,AGB15520WT,AGB15520WT,1x6-20' Weathered Teak Grooved - Vintage Azek PVC Decking,TIMBERTECH,,Parksite (6151),The AZEK Company,TIMBERTECH®,Vintage Collection®,AGB15520WT,Building Materials > Decking & Railing > Composite & PVC Decking > Deck Boards & Fascia,"The Azek Company Timbertech, 1X6, 20' Weathered Teak Grooved, Vintage Azek Pvc",1X6-20' WEATHERED TEAK GROOVED -,Timbertech® Agb15520Wt 1X6-20' Weathered Teak Grooved - Vintage Azek Pvc Decking,"TIMBERTECH®, 1x6-20' Weathered Teak Grooved - Vintage Azek PVC Decking, Part Number: AGB15520WT, Dimensions: 1 in x 6-20 in, Material: PVC, Product Line / Series: Vintage Collection",Timbertech® Agb15520Wt 1X6-20' Weathered Teak Grooved - Vintage Azek Pvc Decking,"TIMBERTECH®, 1x6-20' Weathered Teak Grooved - Vintage Azek PVC Decking, Part Number: AGB15520WT, Dimensions: 1 in x 6-20 in, Material: PVC, Product Line / Series: Vintage Collection",Dimensions: 1 in x 6-20 in,Material: PVC,Product Line / Series: Vintage Collection,,,,Deck Boards & Fascia,Dimensions,1 in x 6-20 in,,Material,PVC,,Product Line / Series,Vintage Collection,,,,30151508,,1,EA,TIMBERTECH_AGB15520WT.jpg,TIMBERTECH_AGB15520WT_1.jpg,TIMBERTECH_AGB15520WT_2.jpg,TIMBERTECH_AGB15520WT_3.jpg,TIMBERTECH_AGB15520WT_4.jpg,TIMBERTECH_AGB15520WT_Specification_Sheet.pdf,No,Yes
,ADB15516AW,Building Materials,Decking & Railing,Composite & PVC Decking,ADB15516AW,ADB15516AW,1x6-16' American Walnut Sq Edg - Landmark Azek PVC Decking,TIMBERTECH,,Parksite (6151),The AZEK Company,TIMBERTECH®,Vintage Collection®,ADB15516AW,Building Materials > Decking & Railing > Composite & PVC Decking > Deck Boards & Fascia,"The Azek Company Timbertech, 1X6, 16' American Walnut Sq Edg, Landmark Azek Pvc",1X6-16' AMERICAN WALNUT SQ EDG -,Timbertech® Adb15516Aw 1X6-16' American Walnut Sq Edg - Landmark Azek Pvc Decking,"TIMBERTECH®, 1x6-16' American Walnut Sq Edg - Landmark Azek PVC Decking, Part Number: ADB15516AW, Dimensions: 1 in x 6-16 in, Material: PVC, Product Line / Series: Landmark Collection",Timbertech® Adb15516Aw 1X6-16' American Walnut Sq Edg - Landmark Azek Pvc Decking,"TIMBERTECH®, 1x6-16' American Walnut Sq Edg - Landmark Azek PVC Decking, Part Number: ADB15516AW, Dimensions: 1 in x 6-16 in, Material: PVC, Product Line / Series: Landmark Collection",Dimensions: 1 in x 6-16 in,Material: PVC,Product Line / Series: Landmark Collection,,,,Deck Boards & Fascia,Dimensions,1 in x 6-16 in,,Material,PVC,,Product Line / Series,Landmark Collection,,,,30151508,,1,EA,TIMBERTECH_ADB15516AW.jpg,TIMBERTECH_ADB15516AW_1.jpg,TIMBERTECH_ADB15516AW_2.jpg,TIMBERTECH_ADB15516AW_3.jpg,TIMBERTECH_ADB15516AW_4.jpg,TIMBERTECH_ADB15516AW_Specification_Sheet.pdf,No,Yes
,ADB15520AW,Building Materials,Decking & Railing,Composite & PVC Decking,ADB15520AW,ADB15520AW,1x6-20' American Walnut Sq Edg - Landmark Azek PVC Decking,TIMBERTECH,,Parksite (6151),The AZEK Company,TIMBERTECH®,Vintage Collection®,ADB15520AW,Building Materials > Decking & Railing > Composite & PVC Decking > Deck Boards & Fascia,"The Azek Company Timbertech, 1X6, 20' American Walnut Sq Edg, Landmark Azek Pvc",1X6-20' AMERICAN WALNUT SQ EDG -,Timbertech® Adb15520Aw 1X6-20' American Walnut Sq Edg - Landmark Azek Pvc Decking,"TIMBERTECH®, 1x6-20' American Walnut Sq Edg - Landmark Azek PVC Decking, Part Number: ADB15520AW, Dimensions: 1 in x 6-20 in, Material: PVC, Product Line / Series: Landmark Collection",Timbertech® Adb15520Aw 1X6-20' American Walnut Sq Edg - Landmark Azek Pvc Decking,"TIMBERTECH®, 1x6-20' American Walnut Sq Edg - Landmark Azek PVC Decking, Part Number: ADB15520AW, Dimensions: 1 in x 6-20 in, Material: PVC, Product Line / Series: Landmark Collection",Dimensions: 1 in x 6-20 in,Material: PVC,Product Line / Series: Landmark Collection,,,,Deck Boards & Fascia,Dimensions,1 in x 6-20 in,,Material,PVC,,Product Line / Series,Landmark Collection,,,,30151508,,1,EA,TIMBERTECH_ADB15520AW.jpg,TIMBERTECH_ADB15520AW_1.jpg,TIMBERTECH_ADB15520AW_2.jpg,TIMBERTECH_ADB15520AW_3.jpg,TIMBERTECH_ADB15520AW_4.jpg,TIMBERTECH_ADB15520AW_Specification_Sheet.pdf,No,Yes
,ADB15516CG,Building Materials,Decking & Railing,Composite & PVC Decking,ADB15516CG,ADB15516CG,1x6-16' Castle Gate Sq Edge - Landmark Azek PVC Decking,TIMBERTECH,,Parksite (6151),The AZEK Company,TIMBERTECH®,Vintage Collection®,ADB15516CG,Building Materials > Decking & Railing > Composite & PVC Decking > Deck Boards & Fascia,"The Azek Company Timbertech, 1X6, 16' Castle Gate Sq Edge, Landmark Azek Pvc",1X6-16' CASTLE GATE SQ EDGE - LANDMARK,Timbertech® Adb15516Cg 1X6-16' Castle Gate Sq Edge - Landmark Azek Pvc Decking,"TIMBERTECH®, 1x6-16' Castle Gate Sq Edge - Landmark Azek PVC Decking, Part Number: ADB15516CG, Dimensions: 1 in x 6-16 in, Material: PVC, Product Line / Series: Landmark Collection",Timbertech® Adb15516Cg 1X6-16' Castle Gate Sq Edge - Landmark Azek Pvc Decking,"TIMBERTECH®, 1x6-16' Castle Gate Sq Edge - Landmark Azek PVC Decking, Part Number: ADB15516CG, Dimensions: 1 in x 6-16 in, Material: PVC, Product Line / Series: Landmark Collection",Dimensions: 1 in x 6-16 in,Material: PVC,Product Line / Series: Landmark Collection,,,,Deck Boards & Fascia,Dimensions,1 in x 6-16 in,,Material,PVC,,Product Line / Series,Landmark Collection,,,,30151508,,1,EA,TIMBERTECH_ADB15516CG.jpg,TIMBERTECH_ADB15516CG_1.jpg,TIMBERTECH_ADB15516CG_2.jpg,TIMBERTECH_ADB15516CG_3.jpg,TIMBERTECH_ADB15516CG_4.jpg,TIMBERTECH_ADB15516CG_Specification_Sheet.pdf,No,Yes
,ADB15520CG,Building Materials,Decking & Railing,Composite & PVC Decking,ADB15520CG,ADB15520CG,1x6-20' Castle Gate Sq Edge - Landmark Azek PVC Decking,TIMBERTECH,,Parksite (6151),The AZEK Company,TIMBERTECH®,Vintage Collection®,ADB15520CG,Building Materials > Decking & Railing > Composite & PVC Decking > Deck Boards & Fascia,"The Azek Company Timbertech, 1X6, 20' Castle Gate Sq Edge, Landmark Azek Pvc",1X6-20' CASTLE GATE SQ EDGE - LANDMARK,Timbertech® Adb15520Cg 1X6-20' Castle Gate Sq Edge - Landmark Azek Pvc Decking,"TIMBERTECH®, 1x6-20' Castle Gate Sq Edge - Landmark Azek PVC Decking, Part Number: ADB15520CG, Dimensions: 1 in x 6-20 in, Material: PVC, Product Line / Series: Landmark Collection",Timbertech® Adb15520Cg 1X6-20' Castle Gate Sq Edge - Landmark Azek Pvc Decking,"TIMBERTECH®, 1x6-20' Castle Gate Sq Edge - Landmark Azek PVC Decking, Part Number: ADB15520CG, Dimensions: 1 in x 6-20 in, Material: PVC, Product Line / Series: Landmark Collection",Dimensions: 1 in x 6-20 in,Material: PVC,Product Line / Series: Landmark Collection,,,,Deck Boards & Fascia,Dimensions,1 in x 6-20 in,,Material,PVC,,Product Line / Series,Landmark Collection,,,,30151508,,1,EA,TIMBERTECH_ADB15520CG.jpg,TIMBERTECH_ADB15520CG_1.jpg,TIMBERTECH_ADB15520CG_2.jpg,TIMBERTECH_ADB15520CG_3.jpg,TIMBERTECH_ADB15520CG_4.jpg,TIMBERTECH_ADB15520CG_Specification_Sheet.pdf,No,Yes
,ADB15516FW,Building Materials,Decking & Railing,Composite & PVC Decking,ADB15516FW,ADB15516FW,1x6-16' French White Oak Sq Ed - Landmark Azek PVC Decking,TIMBERTECH,,Parksite (6151),The AZEK Company,TIMBERTECH®,Vintage Collection®,ADB15516FW,Building Materials > Decking & Railing > Composite & PVC Decking > Deck Boards & Fascia,"The Azek Company Timbertech, 1X6, 16' French White Oak Sq Ed, Landmark Azek Pvc",1X6-16' FRENCH WHITE OAK SQ ED -,Timbertech® Adb15516Fw 1X6-16' French White Oak Sq Ed - Landmark Azek Pvc Decking,"TIMBERTECH®, 1x6-16' French White Oak Sq Ed - Landmark Azek PVC Decking, Part Number: ADB15516FW, Dimensions: 1 in x 6-16 in, Finish / Color: White, Material: PVC, Product Line / Series: Landmark Collection",Timbertech® Adb15516Fw 1X6-16' French White Oak Sq Ed - Landmark Azek Pvc Decking,"TIMBERTECH®, 1x6-16' French White Oak Sq Ed - Landmark Azek PVC Decking, Part Number: ADB15516FW, Dimensions: 1 in x 6-16 in, Finish / Color: White, Material: PVC, Product Line / Series: Landmark Collection",Dimensions: 1 in x 6-16 in,Finish / Color: White,Material: PVC,Product Line / Series: Landmark Collection,,,Deck Boards & Fascia,Dimensions,1 in x 6-16 in,,Finish / Color,White,,Material,PVC,,Product Line / Series,Landmark Collection,30151508,,1,EA,TIMBERTECH_ADB15516FW.jpg,TIMBERTECH_ADB15516FW_1.jpg,TIMBERTECH_ADB15516FW_2.jpg,TIMBERTECH_ADB15516FW_3.jpg,TIMBERTECH_ADB15516FW_4.jpg,TIMBERTECH_ADB15516FW_Specification_Sheet.pdf,No,Yes
,ADB15520FW,Building Materials,Decking & Railing,Composite & PVC Decking,ADB15520FW,ADB15520FW,1x6-20' French White Oak Sq Ed - Landmark Azek PVC Decking,TIMBERTECH,,Parksite (6151),The AZEK Company,TIMBERTECH®,Vintage Collection®,ADB15520FW,Building Materials > Decking & Railing > Composite & PVC Decking > Deck Boards & Fascia,"The Azek Company Timbertech, 1X6, 20' French White Oak Sq Ed, Landmark Azek Pvc",1X6-20' FRENCH WHITE OAK SQ ED -,Timbertech® Adb15520Fw 1X6-20' French White Oak Sq Ed - Landmark Azek Pvc Decking,"TIMBERTECH®, 1x6-20' French White Oak Sq Ed - Landmark Azek PVC Decking, Part Number: ADB15520FW, Dimensions: 1 in x 6-20 in, Finish / Color: White, Material: PVC, Product Line / Series: Landmark Collection",Timbertech® Adb15520Fw 1X6-20' French White Oak Sq Ed - Landmark Azek Pvc Decking,"TIMBERTECH®, 1x6-20' French White Oak Sq Ed - Landmark Azek PVC Decking, Part Number: ADB15520FW, Dimensions: 1 in x 6-20 in, Finish / Color: White, Material: PVC, Product Line / Series: Landmark Collection",Dimensions: 1 in x 6-20 in,Finish / Color: White,Material: PVC,Product Line / Series: Landmark Collection,,,Deck Boards & Fascia,Dimensions,1 in x 6-20 in,,Finish / Color,White,,Material,PVC,,Product Line / Series,Landmark Collection,30151508,,1,EA,TIMBERTECH_ADB15520FW.jpg,TIMBERTECH_ADB15520FW_1.jpg,TIMBERTECH_ADB15520FW_2.jpg,TIMBERTECH_ADB15520FW_3.jpg,TIMBERTECH_ADB15520FW_4.jpg,TIMBERTECH_ADB15520FW_Specification_Sheet.pdf,No,Yes
,AGB15512AW,Building Materials,Decking & Railing,Composite & PVC Decking,AGB15512AW,AGB15512AW,1x6-12' American Walnut Groove - Landmark Azek PVC Decking,TIMBERTECH,,Parksite (6151),The AZEK Company,TIMBERTECH®,Vintage Collection®,AGB15512AW,Building Materials > Decking & Railing > Composite & PVC Decking > Deck Boards & Fascia,"The Azek Company Timbertech, 1X6, 12' American Walnut Groove, Landmark Azek Pvc",1X6-12' AMERICAN WALNUT GROOVE -,Timbertech® Agb15512Aw 1X6-12' American Walnut Groove - Landmark Azek Pvc Decking,"TIMBERTECH®, 1x6-12' American Walnut Groove - Landmark Azek PVC Decking, Part Number: AGB15512AW, Dimensions: 1 in x 6-12 in, Material: PVC, Product Line / Series: Landmark Collection",Timbertech® Agb15512Aw 1X6-12' American Walnut Groove - Landmark Azek Pvc Decking,"TIMBERTECH®, 1x6-12' American Walnut Groove - Landmark Azek PVC Decking, Part Number: AGB15512AW, Dimensions: 1 in x 6-12 in, Material: PVC, Product Line / Series: Landmark Collection",Dimensions: 1 in x 6-12 in,Material: PVC,Product Line / Series: Landmark Collection,,,,Deck Boards & Fascia,Dimensions,1 in x 6-12 in,,Material,PVC,,Product Line / Series,Landmark Collection,,,,30151508,,1,EA,TIMBERTECH_AGB15512AW.jpg,TIMBERTECH_AGB15512AW_1.jpg,TIMBERTECH_AGB15512AW_2.jpg,TIMBERTECH_AGB15512AW_3.jpg,TIMBERTECH_AGB15512AW_4.jpg,TIMBERTECH_AGB15512AW_Specification_Sheet.pdf,No,Yes
